chunk_id,text,tokens,chunk_idx,dataset_type,type,sentence_count,source_file
wikipedia_ja_5per_chunk_54,地形学あらゆる地形の成因、変遷などを考察。対象は山地、丘陵地、平野など。,44,54,wikipedia_ja_5per,llm_chunk,2,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_55,植生地理学植生分布に関する地理学。フィールドワークによる場合と、花粉分析法を用い、泥層などから採取した花粉の年代測定をし、解明していく方法がある。 動物地理学動物の生態・分布に関する地理学。生態学と密にしている場合が多い。植生地理学などと共にしばしば生物地理学と総称されることも。 土壌地理学土壌に関する地理学。第四紀学などと連携を密にすることが多い。 第四紀学主に第四紀の間に起きた環境の変遷、氷期/間氷期（）の問題などを取り扱う。,243,55,wikipedia_ja_5per,llm_chunk,8,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_56,人文地理学人文地理学に該当するもの。これらもほとんどの場合、学問成果をあげるには、現地調査（フィールドワーク）が要求される。いずれの場合も、学問上 で完全に独立しているわけではなく、例えば都市地理学と経済地理学の複合分野を研究対象にするということも可能である。 経済地理学 経済活動の空間的異質性を説明する地理学。各種産業に注目した産業地理学（農業を扱う農業地理学、工業を扱う工業地理学、商業を扱う商業地理学などがある）、消費者行動に注目した消費地理学、産業等の立地展開に注目した経済立地論などが主要なテーマ。これらは、人文地理学の中でも議論されることが多い分野である。 そのほかの分野として、近年、英米の地理学者を中心に、小売業の立地的側面、金融的側面、消費者行動的側面など小売業を多面的に扱った新しい小売地理学や、経済活動の文化的側面に注目する傾向、そして、グローバルな経済活動がもたらすさまざまの問題を帝国主義や世界覇権とのかかわりで論ずる批判地理学が現れている。だが日本ではこの分野の研究者は少なく、発展途上の段階にある。 経済地理学は地理学の専売特許ではなく、経済学においても研究されている。,581,56,wikipedia_ja_5per,llm_chunk,9,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_57,社会地理学 社会階層や社会構造など社会学に関するテーマに対する地理学。具体的には、民族問題や過疎・過密、女性問題やコミュニティの問題などを扱う。 政治地理学 政治に関する地理学。過去には、軍事侵略や植民地に関するテーマを扱っていた。現在は、学区域の問題や国政や地方行政や国際関係と地理との関係を主流にする。最近では、地理学で政治を扱うと、学問の性質上、地方自治に焦点があてられることが多いので、この分野を敢えて行政地理学という表現をすることもあったが、近年では、国際的な政治の問題も、新しい地政学などとしてしばしば取り上げられる。,289,57,wikipedia_ja_5per,llm_chunk,6,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_58,都市地理学 都市特有の現象を扱う地理学。交通網・移動、犯罪・非行や、都心・郊外に関するテーマなどを扱う。経済地理学・社会地理学と連携を密にすることが多い。また、都市計画学、都市工学、都市社会学などの分野ともしばしば連携される。,125,58,wikipedia_ja_5per,llm_chunk,4,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_59,歴史地理学 地理学では、通常時間軸は現在であるが、歴史地理学は過去である。歴史的な現象・事柄の文献学的な意義のみならず、地理学的な意義を求める分野である。歴史学の一分野としても扱われるが、通常は地理学の分野である。民俗学と連携をとることもある。,145,59,wikipedia_ja_5per,llm_chunk,4,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_60,文化地理学 文化や風俗を扱った地理学。宗教施設や、祭りなどを考察対象とする。民俗学・文化人類学・社会学などとの連携をとることもある。 宗教地理学 宗教に関する地理学。地理学では、多くは宗教の教義や思想的なアプローチは行わず、宗教の社会的・文化的役割とその関係を見ることがほとんどである。上記、文化地理学の一分野でもある。,183,60,wikipedia_ja_5per,llm_chunk,6,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_61,人口地理学 人口現象の地理的分布や移動から地域構造を理解することを目標とする。人口分布（人口規模の空間的パターン）、人口構造の空間的パターン、人口変動の空間的パターン、人口移動などを研究対象とする。,108,61,wikipedia_ja_5per,llm_chunk,2,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_62,集落地理学 人間の居住形態である集落というものに対する地理学。大きな括りをすれば、農村地理学や都市地理学もこの一分野である。 農村地理学 農村に関する地理学。集落地理学や農業地理学との連携が大きい。,113,62,wikipedia_ja_5per,llm_chunk,4,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_63,交通地理学 交通に関する地理学。交通網の発達と立地展開の関係、日々の人々の移動に関する研究などを扱う。計量的に分析することが多く、鉄道網や道路網に対する知識や関心はその前提と見なされている。都市地理学や経済地理学などとの連関が多い。,131,63,wikipedia_ja_5per,llm_chunk,4,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_64,伝染病・風土病などの疾病の地理的な分布・伝播を扱った地理学。医学の専門的な知識を求められるため、地理学の一部門でありながら、人文地理学で論じられることは稀である。 言語地理学 言語や方言 に関する地理学。方言の分布などを探る。ただし、社会言語学的な性質が強く、人文地理学の一分野と見る論者は少ない。また、議論になることも稀である。 軍事地理学 軍事に関する地理学。第二次世界大戦で地理学の軍事作戦への応用が進み、確立される。 他分野においても、生物学の生物地理学など地理学という名をもつ学問がある。 地誌学 地誌学（地域地理学）は、ある特定された地域内における地理学的事象を自然地理・人文地理両方の見地から研究する学問である。自然地理・人文地理にかかわらず、実際に研究する際は、具体的な地域を選定しなくてはならないため、ひとつの専門分野というよりは地理学の共通基礎部分と認識されている。文学や国際関係学方面の地域研究（学）との共通点もある。 研究方法 地理学では地域差があるものを取り扱うため、地図が必須であるとともに、地図を用いて事象の分析や原因の考察を行うことができる。事物の分布を考察するにあたって、分布図の作成が挙げられる。分布図では、事物の位置や多寡、偏りの程度が表現されるため、分布について深く考察するうえで有効であり、このことによって地理的事象の地域性や一般性の解明につながる。 分布の性質を分析してきた研究の代表例として、高橋伸夫は『地理学への招待』にてチューネンの孤立国とクリスタラーの中心地理論を提示している。,749,64,wikipedia_ja_5per,llm_chunk,16,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_65,日本の地理教育・研究 高等教育 日本では主に文学部で地理学が教育・研究されている。東日本の国公立大学では理学部で教育・研究を行う大学もある。また、教養学部（文理学部）や教育学部にも設置されている。ただし、文学部設置の大学でも自然地理学の研究も行われているうえ、理学部設置の大学でも研究や教育が自然地理学に限定されているわけでもない。また、この他の学部でも地理学に関するコースが存在する大学もある。地理学がカバーする範囲は極めて広く、大学において「地理学科」や「地学科」という名称でなくても改称したり分野別に再編したりして実質的に地理学教育を行っている学科・専攻は少なくない。地理学の学際性から、大学院生や大学教員レベルになると複数の学会に所属している者が多い。近年は地理情報システム（GIS）を用いた解析や一部モデリングが盛んに行われているほか、社会的課題が複雑化する中において地域を多角的・総合的に理解する学問分野として注目されている。 日本における地理学系学会としては、1925年に日本地理学会が設立されたのを皮切りに、1948年に人文地理学会、1954年に経済地理学会が設立されるなど、多くの学会が存在する。これらの学会は、日本地理学会の「地理学評論」や人文地理学会の「人文地理」といった学術誌を定期的に発行している。 初等・中等教育 明治維新後、近代学制が整備される中で、地誌を中心とする地理学は国民意識を形成するために重視され、初等・中等教育の科目の1つとされた。これは第二次世界大戦後も変わらず、地理は小学校および中学校では社会科のうちの1つに位置づけられ、高等学校でも科目名に変遷はあれど1つの科目として地理は存在し続けている。 高等学校においては長らく「地理」は必修であったが、1970年告示の学習指導要領以降選択科目の1つとなり、さらに1989年告示の学習指導要領において「世界史」が必修になるとその影響で「地理」を選択する生徒が減少し、地理学へ興味・関心を持つ機会が減少していた。しかし、2018年告示の学習指導要領において、2022年4月より再び「地理」が必修化された。,954,65,wikipedia_ja_5per,llm_chunk,14,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_66,"脚注 注釈 出典 参考文献 Ackerman, E. A. 1958. Geography as a fundamental research descipline. Chicago: University of Chicago.Abler, R., Adams, J. S., and Gould, P. 1971. Spatial organization: the geographer's view of the world. Englewood Cliffs, N.J.: Prentice-Hall.Barclay, G. W. 1958. Techniques of population analysis. New York: J. Wiley.Barry, R. G., and Chorley, R. J. 1968. Atmosphere, weather and climate. New York and London: Routledge.Berry, B. J. L., and Marble, D. F. 1968. Spatial analysis: a reader in statistical geography. Englewood Cliffs, N.J.: Prentice-Hall.Bunge, W. W. 1962. Theoretical geography. Lund: Royal University of Lund.バンジ著、西村嘉助訳『理論地理学』大明堂、1970年Chorley, R. J., Haggett, P., eds. 1967. Models in geography. London: Methuen.Chorley, R. J., ed. 1969. Water, earth and man: a synthesis of hydrology, geomorphology, and socio-economic geography. London: Methuen & Co.Davies, W. K. D., eds. 1972. The conceptual revolution in geography. University of London Press.Day, J. A. and Sternes, G. L. 1970. Climate and weather. Reading, Mass.: Addison-Wesley.Dickinson, R. E. 1969. The makers of modern geography. London: Routledge and K. Paul.Goudie, A. 1986. The human impact : on the natural environment. 2nd ed. Oxford: Basil Blackwell.James, P. E., and Jones, C. F. eds. 1954. American Geography: inventory and prospect. Syracuse, N.Y.: Syracuse University Press.Jones, E. and Eyles, J. 1977. An introduction to social geography. Oxford: Oxford University Press.Haggett, P. 1971. Locational analysis in human geography. London: E. Arnold.ハゲット著、野間三郎監訳『立地分析』大明堂、1976年Hartshorne, R. 1961. The nature of geography: a critical survey of current thought in the light of the past. Lancaster, Pa.: The Association of American Geographers.ハーツホーン著、山岡政喜訳『地理学の本質』古今書院、1975年Hartshorne, R. 1966. Perspective on the nature of geography. London: J. Murray.Harvey, D. 1969. Explanation in geography. London: E. Arnold.ハーヴェイ著、松本正美訳『地理学基礎論 地理学における説明』古今書院、1979年Holmes, A. 1965. Principles of physical geology. London: Thomas Nelson.ホームズ著、上田誠也ほか訳『一般地質学 1-3』東京大学出版会、1983-4年Kates, R. W., ed. Readings in resource management and conservation. Chicago, Ill.: University of Chicago Press.Kasperson, R. and Minghi, J. V. 1971. The structure of political geography. Chicago: Aldine Pub. Co.Monkhouse, F. J., and Small, J. 1978. A dictionary of natural environment. London: Edward Arnold.Newbigin, M. I. 1957. Plant and animal geography. London: Methuen & co., ltd.Saarinen, T. F. 1969. Perception of the drought hazard on the Great Plains. Chicago: University of Chicago.Spiegelman, M. 1968. Introduction to demography. Cambridge, Mass.: Harvard University Press.Stamp, D. 1966. Glossary of geographical terms. London: Longmans.Thomas, T. L. Jr., ed. 1956. Man's role in changing the face of the earth vols. 2. Chicago: University of Chicago Press.Watts, D. 1971. Principles of Biogeography. Maidenhead : McGraw-Hill.Wagner, P. L. and Mikesell, M. W. 1962. Readings in cultural geography. Chicago: University of Chicago Press。",1048,66,wikipedia_ja_5per,llm_chunk,178,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_67,関連項目 国の一覧 地球科学 フィールドワーク カラム地理学メダル 外部リンク 日本地理学会 地理関連学会連合 国際地理学連合（IGU） 社会科学 人文科学 自然科学 地球科学の分野,92,67,wikipedia_ja_5per,llm_chunk,1,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_68,EU (曖昧さ回避) EU EU 地理 欧州連合 () ユローパ島 () の FIPS PUB 10-4 国名コード。アメリカ合衆国 (; ) - ただし、スペイン語では複数形のため頭文字を重ねてEE.UU.もしくは正式国名の略語のEUAで示されるのが普通で、EUは誤用とされ、通常使われない。作品タイトル Europa Universalis - パラドックスインタラクティブ社の歴史シミュレーションゲーム。学警狙撃 () - 香港のテレビドラマ。エントロピア・ユニバース () - スウェーデンのオンラインゲーム。拡張世界 () - スター・ウォーズのスピンオフ作品群。,253,68,wikipedia_ja_5per,llm_chunk,8,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_69,大学 エディンバラ大学 () - イギリス スコットランド エディンバラ。愛媛大学 () - 日本 愛媛県松山市。エモリー大学 () - アメリカ ジョージア州アトランタ。エロン大学 () - アメリカ カリフォルニア州エロン。,103,69,wikipedia_ja_5per,llm_chunk,4,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_70,"実行ユニット () エクアトリアナ航空 (; IATA: EU) - エクアドルの航空会社 (1957–2005)。衝鋒隊 (香港) (, ) - 香港警察の機動隊。ガリシア統一左翼 () - スペインの政党連合統一左翼 ()のガリシア州の支部政党。エフエム愛媛のコールサイン及び愛称 (JOEU-FM) ホンダ・7代目シビック（5ドアハッチバックのみ）の型式名。 Eu 化学物質 ユウロピウム () の元素記号 ユーロピニジン () - 有機化合物。ユーフォニアム () - 金管楽器 eu .eu - 欧州連合の国別ドメイン バスク語 () のISO 639-1言語コード ㅡ - ハングルで を表すチャモ（字母）。",292,70,wikipedia_ja_5per,llm_chunk,7,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_71,国の一覧国の一覧（くにのいちらん）は、世界の独立国の一覧。対象 国際法上国家と言えるか否かについて、モンテビデオ条約第1条には以下のように定められた。この条約は米州諸国によって締結されたものであったが、その第1条に規定された「国家の資格要件」に関する規定は広く一般的に適用されるものと考えられている。これにより、国際法上国家の言うためには「永続的住民」、「明確な領域」、「政府」、「他国と関係を取り結ぶ能力」という4つの要件が必要とされる。本項目ではこれらの要件を満たしていると評価されているものを掲載対象とする。 凡例 国名は、①「日本語名称」欄で国旗のアイコンの後に日本語での正式名称と通称名・略称名・別名（丸括弧内）を、②「現地語名称」欄で現地語での正式名称と通称名・別名（丸括弧内）を、それぞれ記した。正式名称と通称が同一のものは再掲していない。日本語での正式名称・片仮名などの表記の揺れについては、『2007年版 世界の国一覧表』、『データブック オブ・ザ・ワールド 2009年版』（以上は#参考文献参照）、及び『外務省 各国・地域情勢（ウェブサイト）』（#外部リンク参照）等を参考にし、適宜修正を加えている。漢字の略称は、日本の政府（外務省等）・メディア等が便宜的に使用しているものを記載している。一つの言語に対して表記が複数ある場合は、斜線で区切って全て/記している。仮名およびラテン文字以外の現地語名称に対しては、ラテン文字転写を記してある。国であることについて議論が有るものや異論があるものについて はその旨も併記する。一覧 国際連合加盟国 国際連合憲章4条1項により国際連合に加盟するためにはその要件の一つとして国家であることが求められており、国家のみが加盟資格を持つとされている。そのためここでは国際連合加盟国を193ヵ国を全て国として扱い、以下に列挙する。 国際連合総会オブザーバー 国際連合総会オブザーバーの制度は国際連合事務局や国際連合総会の実践を通じて形成されてきた制度であり、オブザーバーとしての資格は非加盟国だけではなく国ではないものに対しても認められてきたものである。ここではその中で国である可能性があるものを列挙する。,1003,71,wikipedia_ja_5per,llm_chunk,16,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_72,元国際連合加盟国 脚注 注釈 出典 参考文献 世界の動き社編、外務省編集協力 『世界の国一覧表―国際理解のための基本データ集〈2007年版〉』 世界の動き社、2007年、ISBN 978-4-88112-710-0。（2007年限りで休刊） 二宮書店編集部編 『データブックオブ・ザ・ワールド VOL.21(2009年版)―世界各国要覧と最新統計』 二宮書店、2008年、ISBN 978-4-8176-0333-3。辻原康夫 『世界の国旗全図鑑―国旗から海外領土・国際機構・先住民族の旗まで』 小学館、1997年、ISBN 978-4-09-386019-2。吉田一郎 『国マニア―世界の珍国、奇妙な地域へ!』 交通新聞社、2005年、ISBN 978-4-330-83905-9。 関連項目 国の一覧 (大陸別) 外国地名および国名の漢字表記一覧 首都の一覧 飛地#国家の飛地 国際連合加盟国 海外領土・自治領の一覧 国際連合総会オブザーバー 国家承認を得た国連非加盟の国と地域の一覧 国際連合非自治地域リスト ミクロネーション 代表なき国家民族機構 消滅した政権一覧 ザ・ワールド・ファクトブック :en:List of entities and changes in The World Factbook 外部リンク 外務省: 各国・地域情勢 いちらん くにのいちらん nds:Land#Länner sv:Världsgeografi#Lista över länder,600,72,wikipedia_ja_5per,llm_chunk,7,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_73,パリ パリ市（パリし、）、通称パリ（、巴里）は、フランスの首都。イル＝ド＝フランス地域圏の首府。フランス最大の都市であり、同国の政治、経済、文化などの中心地。ロンドンと共に欧州を代表する世界都市。ルーヴル美術館を含む1区を中心として時計回りに20の行政区が並び、エスカルゴと形容される。 概要 市域はティエールの城壁跡に造られた環状高速道路の内側の市街地（面積は86.99km2。参考：東京都・山手線の内側は63km2、ニューヨーク市・マンハッタンは59km2）、および、その外側西部のブローニュの森と外側東部のヴァンセンヌの森を併せた形となっており、面積は105.40km2。ケスタ地形を呈するパリ盆地のほぼ中央に位置し、市内をセーヌ川が貫く。この川の中州であるシテ島を中心に発達した。市内の地形は比較的平坦であるが、標高は最低でセーヌ川沿いの35メートル、最高でモンマルトルの丘の130メートルである。北緯49度とやや高緯度に位置するが、温かい北大西洋海流と偏西風によって1年を通して比較的温暖となっており、西岸海洋性気候の代表的な都市である。EUを代表する大都市として君臨し、アメリカのシンクタンクが2020年に発表した総合的な世界都市ランキングにおいて、ロンドン、ニューヨークに次ぐ世界3位の都市と評価された。 日本の民間シンクタンクによる2017年発表の「 世界の都市総合力ランキング」では、ロンドン、ニューヨーク、東京に次ぐ世界4位の都市と評価された。世界500大企業の本社数では、ニューヨークやロンドンを凌ぎ、西洋の都市では最多である。2021年のイギリスのシンクタンクの調査によると、世界10位の金融センターと評価されており、EU圏内では首位である。,779,73,wikipedia_ja_5per,llm_chunk,17,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_74,"パリは世界屈指の観光都市である。歴史的な建物を観ることができ、ルーヴル美術館、ポンピドゥーセンターなどをはじめとした一流の美術館で膨大な数の一流の美術品を観賞できる。また世界最古のバレエ団や、世界でもっとも古くから存在している劇団などの公演を楽しむこともできる。 パリ出身者・居住者は男性がパリジャン（、 パリズィヤン）、女性がパリジェンヌ（、 パリズィエンヌ）と呼ばれる。1960年代以降、旧植民地であったアフリカ北部・中西部やインドシナ半島、さらに近年は中近東や東欧、中国などからの移民も増え、パリジャン・パリジェンヌも多民族・多人種化している。 市域人口は1950年代の約290万人を絶頂に減少し続けたが、ここ数年は微増傾向に転じており、2011年現在で約225万人である（INSEEによる）。2011年の近郊を含む都市的地域の人口では1,200万人を超えており、EU最大の都市部を形成している。 標語パリ市の標語は「たゆたえども沈まず（ラテン語: Fluctuat nec mergitur, フランス語: il est battu par les flots mais ne sombre pas）であり、これはパリの紋章の下部に書かれている。もともと水運の中心地だったパリで、水上商人組合の船乗りの言葉だったが、やがて戦乱、革命など歴史の荒波を生き抜いてきたパリ市民の象徴となっていった。この標語は特に2015年のパリ同時多発テロ事件の直後、パリの街角に多数掲げられた。 地名の語源語源はParisii（パリシイ、パリースィイとも。複数形。単数形はParisius「田舎者、乱暴者」）で、ローマ人が入ってくる以前からの先住民であるケルト系部族の、ローマ側からの呼称である。欧州の言語の中で古い時代の痕跡をとどめているギリシャ語では（パリーズィ）、イタリア語で Parigi（パリージ）と発音される。フィンランド語で Pariisi（パリースィ）と発音されるのはこれに由来しているという説がある。ルーテティア（・パリースィオールム）Lutetia（Parisiorum）、 「パリシイ族の、水の中の居住地」（シテ島のこと）とも呼ばれていた。 地理気候西岸海洋性気候に属し、暖流である北大西洋海流の影響で高緯度の割には温暖である。夏（6月 - 8月）は気温が15度から25度までの範囲で、冷涼で乾燥しており過ごしやすいが、年間数日程度は32度を超える暑さとなる。しかし、2003年夏には30度以上の気温が数週間も続き、40度近い気温が観測され1万人以上の死者を出した。春（3月 - 5月）と秋（9月 - 10月）は天候は不安定で、暖かい時期と寒い時期が同居し、10月でも真冬並みの寒さとなることもある。冬（11 - 2月）は、もともと高緯度で昼間の時間が短いうえ、曇りや雨の日が多いため日照時間が少ないが、降雪・積雪はあまり見られない。年間数日程度は気温が氷点下5度以下まで下がる。 しかしながら近年の冬は寒さが厳しく、2009年 - 2010年の冬にはパリ郊外では気温が-10度から-20度前後まで下がっているなど、寒気の影響を受けやすくなっている。 年間降水量は555.7mmであり 、それほど多くはない。パリの気象観測は中心部から離れた14区にあるモンスーリ公園で行われている。",1416,74,wikipedia_ja_5per,llm_chunk,26,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_75,地域 右岸 シャンゼリゼ通り（8区） 凱旋門からテュイルリーまで続く、パリを代表する目抜き通り。パリの歴史軸を構成する。交差するモンテーニュ通りとジョルジュ＝サンク通りとに区切られた三角地帯は俗にラグジュアリー関連の「ゴールデン・トライアングル」と呼ばれている。 サントノレ通り（1区） 同通りからフォーブール＝サントノレ通りに至る周辺界隈は、フランスのハイ・ブランドやラグジュアリーの本店が並ぶ、世界屈指の高級ブランド店街。ヴァンドーム広場、コンコルド広場、ルーヴル美術館、テュイルリー庭園に囲まれたパリ中心部の通り。8区内でシャンゼリゼ通りと並走するフォーブール＝サントノレ通りに続いていく。,332,75,wikipedia_ja_5per,llm_chunk,6,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_76,シテ島（1区、4区） パリ発祥の地であり、ノートルダム大聖堂など歴史的建造物も多い。 パッシー（16区） 高級住宅地。サン＝ルイ島（4区）、アンヴァリッド（7区）が手狭なため、高級住宅地はパッシー、ヌイイ＝シュル＝セーヌとパリ西部に拡大していった歴史を持つ。,152,76,wikipedia_ja_5per,llm_chunk,3,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_77,オペラ界隈（2区、9区） デパートや高級洋服店、銀行などが立ち並び、日本料理店や日本の生活雑貨店が並ぶ日本人街でもある。 実際の在仏日本人が比較的多く住むのは15区や16区など。 「パリの日本人コミュニティ」も参照。 マレ（3区、4区） 貴族の館が集中して残る地域であり、現在は裕福なユダヤ系住民が多く住む。美術館や画廊も多い。お洒落なゲイの集まる地域でもある。,214,77,wikipedia_ja_5per,llm_chunk,6,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_78,バスティーユ（4区、11区、12区の各境） フランス革命の発端となった場所として有名だが、今では若者が集まる歓楽街となっている。オペラ・バスティーユもある。 オベルカンフ（11区） 同じく歓楽街だが、比較的新しい。テクノ音楽やゲームなど新しい文化を紹介する場として認識され、アニメ店なども複数見られる。 ピガール、ブランシュ（18区） モンマルトルのふもとに位置する。高級キャバレー「ムーラン・ルージュ」があるが、その他は怪しげなキャバレーやいかがわしいセックス店が多く並ぶ性的歓楽街でもある。昔から猥雑な界隈であり、永井荷風の「ふらんす物語」にも描かれている。,303,78,wikipedia_ja_5per,llm_chunk,7,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_79,モンマルトル（18区） パリを見下ろす高台。パリ市に編入されたのは1860年以後だが、現在ではパリを代表する名観光地となっている。2001年のフランス映画『アメリ』の舞台にもなった。サクレ・クール寺院が一番の高台にそびえ、そこから西側へ行くにつれテルトル広場やムーラン・ド・ラ・ギャレットなど観光名所が多く並ぶ。 寺院東側は観光地ではなくアフリカ系移民が多く暮らすシャトー・ルージュ地区。,201,79,wikipedia_ja_5per,llm_chunk,5,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_80,ベルシー（12区） 昔は倉庫街だったが今は再開発が進み、フランス財務省やベルシー公園、ワイン倉庫街を改造したレストラン街・商店街などが新しい観光地となっている。 ベルヴィル（19区、20区） もともとはパリ郊外のコミューンだったが、1860年にパリに編入された。ピエ・ノワール（コロン）、東欧系南欧系ヨーロッパ人から始まり、現在ではアラブ系、アフリカ系、ユダヤ系（労働者系）、旧仏印出身者、中国系（華僑）に至るまで、おもに労働者系の多くの移民が暮らす地域である。安くて異国的なレストランなどが集中する。名前とは裏腹に雑多で庶民的な界隈であるが、近年ベルヴィル公園が整備され、再開発が進んでいる。エディット・ピアフの生地でもある。トルビヤック地区に次いで、1970年代以降パリ第2の中華街が形成されつつある。 バルベス（18区） ベ ルヴィル、シャトー・ルージュと同じくアラブ系やアフリカ系の移民が多く暮らす。有名な安物服屋やアフリカ系商店街があり、人口密度も多く、駅前は常に混雑している。 10区のパサージュ・ブラディ界隈はインド系・パキスタン系街。,511,80,wikipedia_ja_5per,llm_chunk,10,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_81,左岸 モンパルナス（14区） 異様な雰囲気を残す左岸の地域。 サン＝ジェルマン＝デ＝プレ（6区） 歴史的地区であり、パリ高等美術学校に近いことから画廊も多い。サルトルら哲学者が集まった場所として有名な2軒の喫茶店がある。カルチエ・ラタンに隣接する。 カルチエ・ラタン（5区、6区） ソルボンヌ大学をはじめ大学が集中しており、昔から学生街として有名。カルチエは「地区」、ラタンとは「ラテン語」のことであり、「ラテン語を話す、教養のある学生が集まる地区」という意味が語源。羅典区。,261,81,wikipedia_ja_5per,llm_chunk,7,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_82,エッフェル塔とシャン・ド・マルス公園（7区） パリを代表する観光名所としてあまりに有名。セーヌ川の観光船のうち有名な2つの船の発着点ともなっており、観光客が集中する。,92,82,wikipedia_ja_5per,llm_chunk,2,wikipedia_ja_5per.csv
wikipedia_ja_5per_chunk_83,トルビアック（13区） いわゆる中華街だが実際はベトナム系が多く、中華・ベトナム料理店が並ぶ。昔はゴブラン織りで栄えたが、今は高層ビルが林立する再開発地域である。 郊外 パリの郊外にはヴェルサイユなど有名な観光地がいくつかあり、そのほとんどはパリから日帰りで往復できる。16区 - 17区につながるセーヌ川下流の西部方面には閑静な高級住宅地が広がっている。逆に18区 - 20区からつながる北東方面は低所得層の集まる地価の安い郊外となっており、近年は犯罪増加などの問題を抱えている。フランスで単に「郊外（バンリュー）」という場合、こうした地域を婉曲的に指すことが多い。その他の方面の郊外は一般的な住宅衛星都市となっている。 パリより電車で各30分ほど離れた郊外にはいくつかの衛星都市があり、近代建築によって町の機能が整えられている。中でもラ・デファンス地区には「新凱旋門グランダルシュ」をはじめ高層ビル群が集中しており、多数の企業の支店を抱える新都心となっている。,480,83,wikipedia_ja_5per,llm_chunk,9,wikipedia_ja_5per.csv
